"Id","Existencia_de_irmãos","Experiência_conjugal","Sexo","IdadeIndiv","Horas_Trabalho_Semana","Tamanho_do_Agregado","Nivel_de_Escolaridade","resp"
6848,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,NA,1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
6849,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
6850,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",23,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6851,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",23,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6853,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
6854,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",23,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6856,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",23,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6857,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",23,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6858,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",23,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
6859,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
6860,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",23,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6861,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",23,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6863,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,NA,1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
6864,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,"16-35",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6865,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",23,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6867,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",23,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6869,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",23,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
6870,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6871,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",23,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
6872,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",23,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6873,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",23,"16-35",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6875,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",23,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
6876,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6877,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6878,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",23,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6880,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",23,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6881,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6882,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",23,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6883,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6885,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",23,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6886,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",23,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
6887,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
6888,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",23,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6889,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",23,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6890,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
6891,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",23,"16-35",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6892,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",23,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
6895,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",23,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
6896,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6897,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",23,"<16",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6898,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",23,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6899,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6901,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",23,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6902,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6903,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6904,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6905,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",23,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6906,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6910,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6911,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",23,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6912,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6914,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
6915,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6916,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
6918,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",23,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6919,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",23,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6920,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6921,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",23,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6922,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",23,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6923,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
6924,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6925,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",23,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6926,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,"<16",1,"Superior","Não tem filhos mas pensa vir a ter"
6927,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",22,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6928,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
6929,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6930,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6932,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6933,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",23,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6934,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",23,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6935,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6936,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6939,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",23,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6940,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",23,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
6941,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6942,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
6943,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6944,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",23,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6945,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6946,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6948,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
6949,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6950,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",22,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6951,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6954,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6955,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6956,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6957,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6958,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
6960,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
6961,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",22,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6962,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6964,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",22,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6965,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",22,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6966,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,NA,1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
6967,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
6968,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",22,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6971,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6972,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
6973,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6974,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
6976,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",22,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6977,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",22,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6978,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,"16-35",1,"Superior","Não tem filhos e não pensa vir a ter"
6979,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6980,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6981,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6982,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
6983,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6984,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6985,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,"<16",1,"Superior","Não tem filhos e não pensa vir a ter"
6986,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6987,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
6988,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
6989,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6990,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6992,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
6993,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",22,"16-35",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6994,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
6995,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6996,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6997,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6999,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
7000,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7001,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7002,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7003,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7004,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
7005,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7006,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
7007,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
7008,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
7009,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7010,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,"16-35",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
7012,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7013,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7014,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",22,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7015,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7016,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7018,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
7019,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
7020,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,"16-35",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
7021,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7022,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7023,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7024,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,"<16",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7025,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7026,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7027,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7028,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7029,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
7030,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",22,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
7031,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7033,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,"16-35",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
7034,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
7035,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
7036,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,"16-35",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
7037,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7038,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7039,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7040,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
7041,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
7042,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",22,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7043,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7044,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
7045,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
7046,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7047,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7048,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7049,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7050,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
7051,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,"16-35",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7052,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
7053,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
7054,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7055,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7056,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
7057,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,">=36",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
7058,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,NA,1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
7059,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
7060,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,NA,1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
7061,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
7062,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",22,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7063,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
7064,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7065,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7066,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",22,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
7067,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",22,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
7068,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",21,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
