"Id","Existencia_de_irmãos","Experiência_conjugal","Sexo","IdadeIndiv","Horas_Trabalho_Semana","Tamanho_do_Agregado","Nivel_de_Escolaridade","resp"
3373,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",39,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
3385,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",39,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
3388,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",39,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
3394,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",39,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
3398,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",39,">=36",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
3401,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",39,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
3419,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",39,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
3432,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",38,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
3434,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",38,"16-35",1,"Superior","Não tem filhos e não pensa vir a ter"
3442,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",39,">=36",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
3466,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",38,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
3468,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",38,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
3472,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",38,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
3473,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",38,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
3476,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",38,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
3477,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",38,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
3480,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",38,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
3483,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",38,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
3488,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",38,">=36",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
3490,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",38,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
3491,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",38,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
3497,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",38,">=36",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
3502,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",38,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
3504,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",38,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
3532,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",38,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
3534,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",38,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
3539,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",38,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
3542,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",38,"16-35",1,"Superior","Não tem filhos e não pensa vir a ter"
3548,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",38,"16-35",1,"Superior","Não tem filhos e não pensa vir a ter"
3551,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",38,"16-35",1,"Superior","Não tem filhos e não pensa vir a ter"
3569,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",38,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
3579,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",38,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
3583,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",38,"<16",1,"Superior","Não tem filhos e não pensa vir a ter"
3587,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",38,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
3591,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",38,"16-35",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
3595,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",38,"16-35",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
3602,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",38,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
3609,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",38,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
3610,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",38,">=36",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
3611,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",38,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
3614,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",38,"16-35",1,"Superior","Não tem filhos e não pensa vir a ter"
3620,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",38,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
3628,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",38,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
3633,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",38,">=36",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
3640,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",38,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
3649,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",38,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
3667,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",38,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
3678,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",38,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
3680,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",38,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
3684,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",38,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
3694,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",38,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
3696,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",38,NA,1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
3697,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",38,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
3701,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",38,NA,1,"Superior","Não tem filhos e não pensa vir a ter"
3706,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",38,"16-35",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
3721,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",38,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
3722,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",38,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
3723,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",37,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
3725,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",38,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
3744,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",38,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
3748,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",38,"16-35",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
3750,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",38,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
3757,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",38,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
3768,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",38,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
3769,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",37,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
3771,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",38,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
3779,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",37,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
3794,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",37,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
3795,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",37,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
3797,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",38,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
3800,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",37,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
3814,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",37,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
3818,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",37,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
3823,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",37,">=36",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
3833,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",37,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
3834,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",37,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
3849,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",37,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
3852,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",37,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
3856,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",37,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
3859,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",37,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
3860,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",37,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
3864,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",37,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
3865,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",37,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
3868,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",37,NA,1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
3869,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",37,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
3874,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",37,"16-35",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
3876,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",37,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
3877,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",37,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
3879,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",37,">=36",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
3882,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",37,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
3893,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",37,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
3897,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",37,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
3900,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",37,"16-35",1,"Superior","Não tem filhos e não pensa vir a ter"
3907,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",37,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
3908,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",37,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
3910,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",37,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
3911,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",37,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
3927,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",37,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
3930,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",37,">=36",2,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
3931,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",37,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
3934,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",37,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
3935,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",37,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
3940,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",37,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
3941,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",37,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
3942,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",37,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
3947,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",37,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
3948,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",37,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
3949,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",37,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
3953,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",37,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
3965,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",37,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
3970,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",37,"<16",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
3981,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",37,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
3982,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",37,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
3985,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",37,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
3987,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",37,"16-35",1,"Superior","Não tem filhos e não pensa vir a ter"
3990,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",37,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
3993,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",37,">=36",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
3994,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",37,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
3995,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",37,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
3998,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",37,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
4006,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",37,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
4007,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",37,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4028,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",37,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4030,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",37,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
4039,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",36,"16-35",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
4041,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",36,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
4048,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",36,"16-35",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4049,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",36,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
4050,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",37,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4059,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",36,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
4060,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",36,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
4073,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",36,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4076,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",36,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
4080,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",36,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
4101,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",36,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4106,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",36,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
4107,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",36,"16-35",1,"Superior","Não tem filhos e não pensa vir a ter"
4116,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",36,"16-35",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4130,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",36,NA,1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
4131,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",36,">=36",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
4136,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",36,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
4140,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",36,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4143,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",36,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4144,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",36,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4149,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",36,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
4151,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",36,"16-35",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4157,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",36,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4164,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",36,">=36",2,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
4165,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",36,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
4174,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",36,"16-35",1,"Superior","Não tem filhos e não pensa vir a ter"
4176,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",36,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4179,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",36,">=36",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
4185,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",36,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
4191,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",36,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4195,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",36,"16-35",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4210,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",36,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
4211,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",36,"16-35",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4213,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",36,">=36",2,"Superior","Não tem filhos e não pensa vir a ter"
4227,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",36,NA,1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
4233,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",36,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
4234,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",36,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4239,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",36,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
4249,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",36,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
4251,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",36,"16-35",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
4257,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",36,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4258,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",36,NA,1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
4263,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",36,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4267,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",36,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
4268,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",36,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
4280,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",36,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4306,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",36,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
4314,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",36,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
4319,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",36,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4328,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",36,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4341,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",36,"<16",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4355,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",35,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4357,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",36,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4362,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",35,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4369,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",35,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
4370,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",35,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
4377,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",36,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4380,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",36,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
4388,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",35,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4390,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",35,">=36",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
4392,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",35,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
4400,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",35,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
4408,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",35,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
4417,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",35,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
4421,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",35,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
